date,open,high,low,close,volume
2017-04-07,721.85,727.95,720.28,727.95,229962530
2017-04-10,728.71,730.9,727.77,729.87,152414747
2017-04-11,730.15,732.24,730.15,731.33,210265624
2017-04-12,731.62,732.87,724.48,725.58,249510940
2017-04-13,725.54,727.34,723.88,724.35,190432888
2017-04-14,722.47,722.96,714.13,718.45,195282611
2017-04-17,718.93,721.78,710.83,710.83,170258903
2017-04-18,708.64,714.93,705.55,714.93,178132489
2017-04-19,714.87,716.77,714.02,716.77,151574009
2017-04-20,716.76,716.76,712.66,712.66,137639355
2017-04-21,712.77,715.08,711.08,712.41,202266897
2017-04-24,711.6,712.77,709.39,709.39,154884037
2017-04-25,709,709.81,706.04,707.58,137231867
2017-04-26,706.36,710.04,706.32,710.04,142344445
2017-04-27,711.74,716.53,711.38,716.53,187184765
2017-04-28,715.9,718.54,713.83,717.73,190640655
2017-05-03,718.7,719.54,716.66,719.54,229584311
2017-05-04,717.98,723.22,717.98,722.02,215831814
2017-05-05,720.39,721.65,719.86,720,194379481
2017-05-08,720.61,720.61,717.98,718.86,232456433
2017-05-09,717.55,722.11,716.95,722.11,224897438
2017-05-10,721.94,727.52,721.81,724.31,228173248
2017-05-11,724.84,726.82,723.39,724.99,223038643
2017-05-12,724.63,726.4,724.41,725.37,188849967
2017-05-15,725.25,726.19,723.18,725.35,240887477
2017-05-16,725.84,727.86,725.03,725.03,294207007
2017-05-17,724.01,728.01,722.81,727.2,206669886
2017-05-18,723.8,729,723.8,726.99,219680352
2017-05-19,727.61,733.82,726.79,733.82,211585050
2017-05-22,738.63,746.87,738.63,744.1,272755552
2017-05-23,744.32,746.18,740.28,740.93,266857107
2017-05-24,739.91,744.27,737.3,742.74,225258823
2017-05-25,744.24,746.48,740.89,741.91,205884929
2017-05-26,741.4,743.46,740.6,743.41,193181996
2017-05-29,746.08,748.06,745.31,746.25,252309473
2017-05-30,747.07,747.43,738.21,738.21,261217828
2017-05-31,738.91,741.93,735.39,737.82,214222199
2017-06-01,739.45,742.23,738.71,741.8,152238536
2017-06-02,741.48,742.11,736.09,738.81,184549265
2017-06-05,739.13,745.14,738.35,743.49,218608758
2017-06-06,743.99,751.31,743.99,751.31,185359690
2017-06-07,752.75,754.92,751.65,753.46,211213333
2017-06-08,751.7,751.96,748.91,750.13,262702460
2017-06-09,749.46,752.01,749.04,749.72,178515774
2017-06-12,751.33,753.41,749,751.09,184321765
2017-06-13,752.35,756.89,750.1,756.89,204171827
2017-06-14,758.26,761.7,756.82,760.77,206341445
2017-06-15,760.38,762.98,758.17,760.57,193284263
2017-06-16,761.75,762.43,759.98,761.24,221694151
2017-06-19,763.75,766.83,762.33,766.83,199976892
2017-06-20,767.59,768.29,764.42,767.99,229106939
2017-06-21,765.71,767.83,758.9,767.41,248538146
2017-06-22,768.41,769.99,766.3,766.3,224839322
2017-06-23,765.66,769.01,763.64,769.01,254931839
2017-06-26,770.5,773.14,769.73,772.52,235113507
2017-06-27,773.15,773.4,767.19,767.51,235645231
2017-06-28,766.82,769.04,762.78,769.04,203561047
2017-06-29,771.26,773.08,769.89,771.75,211881940
2017-06-30,773.46,776.5,773.46,776.47,194379930
2017-07-03,777.2,780.01,775.53,778.88,195521050
2017-07-04,779.15,779.15,772.9,775.54,232642763
2017-07-05,775.85,778.32,773.81,778.32,216490110
2017-07-06,780.5,782.77,779.99,782.65,238453731
2017-07-07,783.73,783.81,775.73,775.73,261561831
2017-07-10,775.85,775.85,764.43,766.56,217174759
2017-07-11,766.44,769.36,761.57,769.36,225538046
2017-07-12,772.6,775.08,769.83,774.17,176533243
2017-07-13,777.12,778.3,773.85,778.3,200640252
2017-07-14,779.72,780.65,776.88,777.6,209252511
2017-07-17,777.7,778.3,766.47,768.91,254751305
2017-07-18,766.88,770.37,762.68,767.49,237790122
2017-07-19,771.33,774.12,770.18,771.3,236848923
2017-07-20,768.56,768.56,763.55,768.41,183490975
2017-07-21,768.9,770.43,761.86,761.86,179984194
2017-07-24,759.97,761.64,753.82,759.74,158865297
2017-07-25,757.43,767.27,757.35,767.27,180740853
2017-07-26,769.35,773.88,764.92,773.88,208321073
2017-07-27,773.21,774.97,770.3,771.5,202368741
2017-07-28,771.21,777.09,770.82,777.09,199878958
2017-07-31,777.54,783.58,776.72,783.55,267105707
2017-08-01,784.44,787.68,784.15,786.81,206360883
2017-08-02,783.45,788.97,779.81,786.23,218993125
2017-08-03,786.19,790.82,786.19,788.49,208918962
2017-08-04,789.46,790.12,786.09,788.68,202950213
2017-08-07,789.41,796.09,788.66,792.98,222641458
2017-08-08,795.8,796.62,789.84,791.57,228903823
2017-08-09,789.15,789.15,773.66,773.66,307857302
2017-08-10,769.58,776.77,769.58,773.43,190125850
2017-08-11,771.86,774.31,769.14,772.08,169866377
2017-08-14,770.65,776.42,770.65,776.17,185515403
2017-08-15,776.64,776.83,770.09,771.06,152537263
2017-08-16,771.1,773.57,766.8,773.57,169788083
2017-08-17,773.48,774.47,767.59,767.59,238329221
2017-08-18,762.82,770.79,762.46,768.97,196320715
2017-08-21,767.42,769.71,765.95,768.79,169697954
2017-08-22,768.2,768.44,760.3,761.26,154105690
2017-08-23,762.42,765.98,759.01,765.98,158564485
2017-08-24,766.48,771.65,764.64,769.77,219613054
2017-08-25,769.07,771.63,768.57,771.63,225178732
2017-08-28,771.81,777.26,770.51,777.26,258564573
2017-08-29,773.91,777.11,773.87,774.03,264845233
2017-08-30,774.31,778.65,773.85,778.65,203145417
2017-08-31,779.19,785.78,778.19,782.76,211651341
2017-09-01,784.42,789.19,784.18,788.73,146628188
2017-09-05,790.26,794.46,787.8,792.31,165409052
2017-09-06,792.16,793.82,788.89,793.55,155708926
2017-09-07,793.61,798.58,792.77,796.72,154505895
2017-09-08,797.98,802.9,797.82,801.2,132500179
2017-09-11,801.21,805.44,797.47,797.47,155943660
2017-09-12,795.53,801.01,794.88,799.94,153195978
2017-09-13,802.85,804.38,800.39,802.78,150276710
2017-09-14,803.34,807.29,803.23,806.32,162902332
2017-09-15,803.35,805.82,802.08,805.82,163947114
2017-09-18,808.51,809.39,805.37,807.87,173959943
2017-09-19,807.41,810.13,805.87,805.93,172848996
2017-09-20,806.88,807.51,803.33,805.86,150763708
2017-09-21,805.29,806.52,802.6,803.93,138747827
2017-09-22,805.15,808.16,803.94,807.13,176702056
2017-09-25,806.9,807.64,802.23,805.58,149148844
2017-09-26,806.4,806.84,801.66,805.35,171208475
2017-09-27,803.32,805.04,801.74,803.77,157399967
2017-09-28,803.1,810.35,803.1,804.82,192668321
2017-09-29,805.07,808.77,804.42,804.42,139478332
2017-10-02,805.29,808.09,801.7,802.23,119496788
2017-10-03,803.98,804.39,795.05,798,162274344
2017-10-04,797.39,805.66,797,805.66,118415347
2017-10-05,806.56,810.54,805.22,805.23,148454725
2017-10-06,805.7,808.13,803.81,807.8,132949625
2017-10-09,809.61,810.75,806.78,808.96,167582209
2017-10-10,808.43,810.65,806.3,810.65,144207773
2017-10-11,811.2,815.11,811.2,813.95,180697030
2017-10-12,814.43,818.44,813.72,815.87,149202176
2017-10-13,814.6,820.95,814.2,820.95,154124550
2017-10-16,821.54,823.85,819.43,819.43,168991513
2017-10-17,819.51,828.29,819.43,828.29,177221112
2017-10-18,829.43,831.15,826.72,827.72,198939166
2017-10-19,828.89,831.61,825.5,828.93,169347738
2017-10-20,827.93,833.57,826.84,826.84,196370319
2017-10-23,826.25,827.24,818.81,820.04,210654201
2017-10-24,818.08,825.24,814.92,825.24,180443389
2017-10-25,826.08,830.69,822.83,830.69,160167014
2017-10-26,829.94,834.67,823.92,830.11,187406978
2017-10-27,829.15,840.37,828.45,840.37,143365607
2017-10-30,842.92,849.3,842.92,845.2,197295339
2017-10-31,844.27,845.93,837.28,837.28,192054614
2017-11-01,838.75,842.88,838.01,842.71,172222142
2017-11-02,842.19,849.53,833.09,833.09,192772745
2017-11-03,833.16,843.73,831.58,843.73,203251641
2017-11-06,846.12,849.09,843.76,849.09,172295535
2017-11-07,850.2,854.6,847.88,850.33,584720782
2017-11-08,853.15,863.07,852.32,859.7,171679868
2017-11-09,862.38,864.2,858.16,860.4,164441874
2017-11-10,859.91,869.37,859.24,868.21,189390347
2017-11-13,871.7,879.34,871.7,879.34,283758606
2017-11-14,881.15,884.14,874.74,880.9,221727496
2017-11-15,877.65,884.83,876.6,882.59,200077759
2017-11-16,880.17,892.8,880.17,892.8,206497313
2017-11-17,893.99,898.11,886.86,890.69,188537818
2017-11-20,890.34,903.55,889.55,903.55,175971780
2017-11-21,907.51,929.89,907.51,918.3,230286758
2017-11-22,921.13,932.66,921.13,932.66,210142843
2017-11-23,938.31,943.15,927,933.7,223222616
2017-11-24,930.52,937.54,924.65,935.57,225727519
2017-11-27,933.38,947.06,931.29,938.61,252356742
2017-11-28,939.1,943.45,933.59,941.21,359519829
2017-11-29,943.46,952.14,940.4,952.14,229831667
2017-11-30,956.17,960.11,949.93,949.93,249604720
2017-12-01,952.76,960.33,952.76,960.33,227730582
2017-12-04,962.47,972.53,962.47,970.02,270002013
2017-12-05,972.28,974.8,953.3,953.3,265507567
2017-12-06,950.21,950.72,932.64,947.64,243461033
2017-12-07,950.23,954.24,932.68,938.65,196889263
2017-12-08,938.41,944.75,930.29,940.16,197622748
2017-12-11,930.17,936.93,917.45,917.45,193977856
2017-12-12,927.67,931.12,895.73,927.25,243244642
2017-12-13,932.05,932.48,922.97,924.4,157394803
2017-12-14,925.51,936.29,923.99,935.85,172032478
2017-12-15,933.63,939.57,932.96,935.16,239898247
2017-12-18,945.9,958.06,945.9,958.06,241411325
2017-12-19,961.03,963.01,951.25,951.42,228762452
2017-12-20,945.12,958.82,945.12,953.51,220568085
2017-12-21,949.45,957.56,946.06,946.06,213618225
2017-12-22,947.54,952.7,945.18,952.32,197584277
2017-12-25,954.28,958.57,952.41,958.31,168438210
2017-12-26,960.32,965.93,957.24,965.93,186036686
2017-12-27,969.72,972.6,965.18,968.46,235825004
2017-12-28,970.63,978.65,967.73,976.72,160228618
2017-12-29,978.39,990.1,976.33,984.24,211111217
2018-01-02,986.05,996.18,984.34,995.77,186020388
2018-01-03,999.86,1010.21,998.41,1005.67,237295772
2018-01-04,1009.37,1019.75,1009,1019.75,252908620
2018-01-05,1020.34,1020.6,1010.65,1012.65,284030772
2018-01-08,1011.36,1022.9,1004.89,1022.9,268788910
2018-01-09,1027.14,1033.56,1017.86,1033.56,320377482
2018-01-10,1034.64,1045.63,1033.01,1038.11,375086613
2018-01-11,1037.03,1049.73,1031.13,1048.17,314652435
2018-01-12,1050.17,1057.88,1046.38,1050.11,351971363
2018-01-15,1049.91,1063.47,1043.15,1063.47,292708474
2018-01-16,1059.36,1065.39,1052.43,1062.96,340273365
2018-01-17,1061.98,1064.77,1034.69,1034.69,332610432
2018-01-18,1028.76,1050.25,1020.01,1050.25,281597889
2018-01-19,1054.33,1067.21,1053.37,1062.07,342466534
2018-01-22,1066.86,1088.05,1066.61,1087.42,266108654
2018-01-25,1098.44,1117.08,1098.44,1104.57,510920685
2018-01-26,1119.78,1123.83,1103.06,1115.64,292969503
2018-01-29,1121.78,1130.1,1109.8,1109.8,276731860
2018-01-30,1099.98,1110.56,1092.44,1110.56,335404926
2018-01-31,1112.23,1128.1,1104.98,1110.36,351213683
2018-02-01,1111.74,1111.74,1090.25,1099.67,269172880
2018-02-02,1098.66,1105.04,1091.06,1105.04,200308230
2018-02-05,1089.62,1090.88,1048.71,1048.71,282041443
2018-02-06,1026.08,1026.08,983.06,1011.6,480707022
2018-02-07,1040.53,1048.54,1034.13,1040.55,241183224
2018-02-08,1031.46,1039.61,1023.25,1023.25,181500401
2018-02-09,991.09,1003.94,973.78,1003.94,243233531
2018-02-12,1011.64,1041.79,1011.64,1041.79,171101897
2018-02-13,1053.31,1060.48,1052.86,1059.73,174286147
2018-02-21,1073.33,1092.65,1070.43,1087.15,177566756
2018-02-22,1080.77,1091.62,1074.27,1076.03,200364494
2018-02-23,1086.81,1102.85,1081.31,1102.85,189076046
2018-02-26,1115.9,1127.57,1114.06,1114.53,234110327
2018-02-27,1124.03,1124.03,1106.77,1119.61,196673471
2018-02-28,1110.3,1129.89,1109.89,1121.54,232585557
2018-03-01,1118.13,1129.3,1110.92,1115.79,227400150
2018-03-02,1103.16,1121.91,1103.16,1121.21,210069356
2018-03-05,1129.92,1132.69,1093.48,1093.48,277681399
2018-03-06,1106.28,1120.29,1091.67,1120.29,236332798
2018-03-07,1121.99,1126.67,1103.29,1112.26,279076144
2018-03-08,1112.24,1126.35,1111.76,1124.15,200917865
2018-03-09,1128.73,1135.02,1119.18,1123.41,217755718
2018-03-12,1135.37,1135.48,1123.98,1126.29,244680977
2018-03-13,1126.53,1133.31,1118.49,1133.31,233199290
2018-03-14,1135.99,1142.88,1134.55,1138.09,250548656
2018-03-15,1134.51,1140.74,1129.66,1138.76,232401726
2018-03-16,1144.54,1152.52,1140.56,1150.19,308616186
2018-03-19,1158.16,1165.63,1155.82,1159.22,272048094
2018-03-20,1154.48,1166.33,1154.48,1159.39,214037518
2018-03-21,1166.51,1172.31,1163.91,1169.36,237674937
2018-03-22,1175.22,1180.44,1169.48,1172.36,233321598
2018-03-23,1154.25,1157.2,1138.53,1153.59,261957626
2018-03-26,1150.51,1176.95,1150.51,1171.22,211695248
2018-03-27,1187.42,1187.42,1169.58,1171.73,237762326
2018-03-28,1168.87,1179.18,1165.71,1172.24,208549520
2018-03-29,1174.73,1176.45,1164.12,1167.03,185250625
2018-03-30,1169.29,1175.36,1158.49,1174.46,204895133
2018-04-02,1180.26,1196.61,1179.73,1196.61,245761399
2018-04-03,1197,1199.93,1185.83,1188.29,255243305
2018-04-04,1194.26,1200.71,1189.46,1191.54,238685333
2018-04-05,1197.76,1199.15,1186.75,1193.17,241192333
2018-04-06,1194.15,1202.59,1194.15,1199.96,252058302
2018-04-09,1202.44,1207.45,1197.44,1204.33,251450568
2018-04-10,1207.62,1211.34,1192.22,1198.12,286724942
2018-04-11,1201.51,1202.46,1167.11,1167.11,286075860
2018-04-12,1162.48,1173.02,1153.64,1173.02,179985791
2018-04-13,1178.57,1181.52,1153.93,1157.14,196127118
2018-04-16,1156.54,1159.45,1141.81,1148.49,196991115
2018-04-17,1149.02,1156.7,1139.33,1153.28,175758220
2018-04-18,1157.67,1160.32,1138.42,1138.53,172104954
2018-04-19,1137.99,1137.99,1094.63,1094.63,204014038
2018-04-20,1095.84,1119.86,1078.01,1119.86,214649004
2018-04-23,1124.33,1127.24,1076.78,1076.78,217966299
2018-04-24,1064.86,1084.89,1048.68,1080.74,186605894
2018-04-26,1082.52,1082.52,1039.35,1044.86,208475892
2018-04-27,1037.36,1054.94,1031.89,1050.26,191597755
2018-05-02,1053.26,1053.52,1024.75,1029.08,183262221
2018-05-03,1018.47,1027.38,1003.79,1026.46,203556877
2018-05-04,1032.12,1037.02,1022.1,1026.8,163073396
2018-05-07,1034.64,1062.26,1028.79,1062.26,155126464
2018-05-08,1061.12,1072.28,1057.24,1060.45,170064099
2018-05-09,1058.33,1069.8,1051.79,1056.97,161331147
2018-05-10,1058.22,1059.34,1025.75,1028.87,204943891
2018-05-11,1026.34,1044.85,1014.3,1044.85,134822176
2018-05-14,1051.69,1066.98,1042.31,1066.98,137941040
2018-05-15,1072.25,1084.2,1071.02,1073.5,158346706
2018-05-16,1070.34,1072.46,1052.18,1054.62,150045681
2018-05-17,1055.21,1057.84,1030.64,1030.64,129623675
2018-05-18,1033.33,1040.84,1013.57,1040.54,408221419
2018-05-21,1043.82,1043.82,1014.98,1014.98,123092311
2018-05-22,1006.18,1015.97,976.73,985.91,180486321
2018-05-23,974.8,995.25,965.92,988.94,182157073
2018-05-24,992.24,995.82,974.14,985.92,129286940
2018-05-25,981.47,987.56,963.9,963.9,150253905
2018-05-28,938.86,951.34,927.47,931.75,219284506
2018-05-29,925.89,958.96,916,952.18,183986992
2018-05-30,953.41,953.41,932.26,948.5,146253087
2018-05-31,947.96,975.51,945.29,971.25,182043639
2018-06-01,973.67,995.06,973.56,992.87,204094226
2018-06-04,994.48,1013.78,992.01,1013.78,166088548
2018-06-05,1013.59,1025.26,1011.59,1022.74,212463110
2018-06-06,1020.97,1034.5,1012.98,1034.5,162082726
2018-06-07,1038.93,1043.71,1030.79,1036.69,173150315
2018-06-08,1032.59,1039.07,1026.94,1039.01,148151481
2018-06-11,1033.55,1045.6,1029.19,1039.02,185544642
2018-06-12,1033.55,1033.55,1005.1,1020.76,212484046
2018-06-13,1017.93,1030.53,1017.93,1030.53,116055807
2018-06-14,1032.62,1033.46,1015.72,1015.72,166569362
2018-06-15,1012.71,1018.95,1006.75,1016.51,165427382
2018-06-18,1015.56,1018.98,986.88,987.34,181390161
2018-06-19,972.38,972.62,941.57,962.16,250987249
2018-06-20,957.37,980.95,955.61,980.95,154067059
2018-06-21,979.57,979.57,966.28,969.4,117050156
2018-06-22,963.89,983.57,959.91,983.17,132357403
2018-06-25,997.34,997.34,988.98,990.52,142086995
2018-06-26,977.78,983.78,970.75,983.02,165380268
2018-06-27,981.44,984.46,968.91,968.91,179449433
2018-06-28,964.76,976.12,954.46,957.35,159068192
2018-06-29,955.64,962.93,950.48,960.78,146408183
2018-07-02,955.18,956.78,932.66,947.15,168207344
2018-07-03,945.87,946.16,906.01,906.01,180699556
2018-07-04,904.34,914.99,890.83,914.99,128079017
2018-07-05,914.48,921.85,892.67,899.4,142997397
2018-07-06,891.16,921.75,884.99,917.51,159155754
2018-07-09,922.72,929.5,915.12,915.12,119905476
2018-07-10,919.44,921.96,911.12,911.12,118443781
2018-07-11,898.08,900.16,885.09,893.16,158653973
2018-07-12,891.21,905.72,884.75,898.51,113779527
2018-07-13,904.8,912.53,899.94,909.72,140415005
2018-07-16,914.22,917.63,905.27,911.11,136241742
2018-07-17,905.32,921.27,902.02,921.27,155854801
2018-07-18,926.14,942.39,926.14,942.39,223941028
2018-07-19,943.91,947.07,939.58,943.97,199206168
2018-07-20,938.83,941.94,930.26,933.39,204001387
2018-07-23,931.52,949.14,930.25,936.74,208558830
2018-07-24,933.22,939.07,926.3,934.08,203903372
2018-07-25,936.57,938.33,927.58,927.58,232715087
2018-07-26,928.96,930.32,920.99,930.16,195482365
2018-07-27,931.9,937.23,928.82,935.52,179258485
2018-07-30,940.76,949.73,937.69,949.73,193339222
2018-07-31,948.56,959.07,947.32,956.39,242402537
2018-08-01,957.35,960.05,949.89,952.77,202122008
2018-08-02,952.75,953.55,942.39,953.55,212461313
2018-08-03,957.92,966.1,955.13,959.6,197527447
2018-08-06,960.12,962.99,955.42,960.23,229661927
2018-08-07,957.7,962.02,953.71,956.79,162135792
2018-08-08,958.31,966.27,958.31,966.27,155165106
2018-08-09,968.57,972.52,963.5,963.5,167641038
2018-08-10,962.03,968.47,955.04,968.47,185247020
2018-08-13,966.46,978.04,963.41,978.04,213219091
2018-08-14,979.66,981.42,974.47,978.27,177299762
2018-08-15,980.45,982,961.37,961.37,188943225
2018-08-16,952.83,964.28,947.09,964.28,174033240
2018-08-17,971.4,975.52,968.88,968.88,151066487
2018-08-20,970.81,973.57,966.46,969.62,180831844
2018-08-21,968.46,979.21,968.45,979.21,200574629
2018-08-22,984,986.36,980.32,982.15,204108481
2018-08-23,984.12,989.45,982.48,987.36,146850837
2018-08-24,985.49,989.21,982.88,987.05,180073708
2018-08-27,990.19,994.54,990.03,991.92,189504641
2018-08-28,993.95,995.29,989.81,995.19,176274381
2018-08-29,995.05,995.05,987.47,988.17,176892116
2018-08-30,987.62,998.07,983.43,998.07,186694516
2018-08-31,998.55,1003.06,989.54,989.54,186546921
2018-09-04,990.79,992.18,975.94,975.94,185941049
2018-09-05,975.05,978.78,964.8,968.44,181148689
2018-09-06,968.37,970.84,957.99,958.19,160383162
2018-09-07,955.5,969.34,955.5,968.9,169771133
2018-09-10,969.74,974.59,968.19,970.34,190671939
2018-09-11,968.41,985.06,967.92,985.06,192817318
2018-09-12,990,994.83,987.01,987.01,184153752
2018-09-13,987.48,992.96,984.92,987.95,172902357
2018-09-14,990,995.55,989.56,991.34,178483588
2018-09-17,990.65,993.83,987.02,987.61,164608814
2018-09-18,983.43,993.49,981.89,993.49,197384973
2018-09-19,998.65,1001.83,994.5,995.54,244416646
2018-09-20,996.48,1004.74,996.48,1004.74,204559620
2018-09-21,1006.25,1009.1,1000.39,1002.97,302451875
2018-09-24,1007.52,1011.29,1007.45,1011.29,186722637
2018-09-25,1011.94,1014.53,1008.67,1010.74,231984541
2018-09-26,1008.93,1014.86,1007.44,1009.61,261505904
2018-09-27,1012.57,1017.78,1010.49,1015.37,207780774
2018-09-28,1019.34,1020.84,1015.4,1017.13,247221780
2018-10-01,1019.49,1023.87,1012.88,1012.88,247860461
2018-10-02,1014.26,1021.51,1013.11,1018.79,358391102
2018-10-03,1021.08,1024.59,1016.47,1020.4,174390388
2018-10-04,1024.68,1024.68,1020.4,1023.62,196617595
2018-10-05,1020.21,1020.77,1008.39,1008.39,294150794
2018-10-08,1003.31,1006.13,996.12,996.12,205515915
2018-10-09,998.7,1001.87,996.19,996.19,202594067
2018-10-10,998.66,999.62,991.22,993.96,191361210
2018-10-11,972.21,972.21,938.83,945.89,353532430
2018-10-12,939.2,970.08,933.35,970.08,228890366
2018-10-15,968.8,969.36,951.64,951.64,144306008
2018-10-16,950.36,963.69,950.36,963.37,149132700
2018-10-17,973.14,975.27,969.06,971.6,152274133
2018-10-18,968.93,970.75,962.68,963.47,145459407
2018-10-19,949.94,959.63,945.83,958.36,153569789
2018-10-22,960.63,963.79,953.51,953.51,147531449
2018-10-23,950.12,950.42,925.29,939.68,202937215
2018-10-24,935.25,939.06,922.73,922.73,149346123
2018-10-25,902.59,912.07,885.34,910.17,177771440
2018-10-26,918.11,918.16,900.82,900.82,157343793
2018-10-29,895.05,897.84,884.92,888.82,139992988
2018-10-30,881.32,894.8,880.85,888.69,133316348
2018-10-31,894.23,914.76,894.23,914.76,216192159
2018-11-01,915.52,918.84,905.73,907.96,182192551
2018-11-02,911.35,927.62,910.4,924.86,222362292
2018-11-05,920.87,925.53,915.77,925.53,136548016
2018-11-06,931,931.27,921.93,922.05,139120594
2018-11-07,922.03,924.6,915.41,922.16,143105471
2018-11-08,928.69,932.86,925.54,926.28,145778413
2018-11-09,921.11,925.31,914.29,914.29,149091978
2018-11-12,909.36,918.99,903.95,918.12,125015804
2018-11-13,904.35,910.2,903.48,905.38,170033982
2018-11-14,904.16,910.58,898.83,900.93,142266472
2018-11-15,901.13,903.83,892.5,897.15,166086037
2018-11-16,901.44,903.21,894.14,898.19,160633421
2018-11-19,902.65,916.06,900.61,916.06,149937993
2018-11-20,909.76,919.02,909.76,919.02,159138294
2018-11-21,909.83,922.56,907.47,922.56,152759373
2018-11-22,924.93,926.15,922.02,924.42,155620677
2018-11-23,923.91,925.84,916.87,917.97,137964997
2018-11-26,915.67,921.96,914.43,921.03,118731800
2018-11-27,925.12,930.37,921.26,923.12,152638543
2018-11-28,922.29,930.2,922.03,930.2,136359851
2018-11-29,934.88,937.75,926.79,926.79,131818344
2018-11-30,924.49,928.92,921.08,926.54,158586729
2018-12-03,937.7,951.59,937.1,951.59,209832073
2018-12-04,952.97,960.44,950.89,958.84,227418617
2018-12-05,950.34,960.87,946.97,957.14,212455408
2018-12-06,954.61,959.59,948.44,954.82,179144300
2018-12-07,956.49,962.39,955.96,958.59,190455199
2018-12-10,955.06,958.25,951.5,955.89,213517557
2018-12-11,955.93,957.97,949.34,954.58,180822462
2018-12-12,956.32,961.28,956,961.28,222072730
2018-12-13,963.65,966.83,960.1,960.25,171855702
2018-12-14,958.78,960.09,951.04,952.04,200320722
2018-12-17,948.09,948.09,933.65,933.65,255174193
2018-12-18,921.48,928.2,917.03,927.25,175722290
2018-12-19,926.35,927.03,914.55,919.24,186090326
2018-12-20,915.5,921.79,914.18,918.24,146893742
2018-12-21,911.57,915.02,907.88,912.26,199105902
2018-12-24,910.86,916.41,908.56,908.56,158974130
2018-12-25,893.71,897.94,882.17,897.94,250432023
2018-12-26,896.63,899.49,890.86,891.75,139066122
2018-12-27,904.8,906.63,900.81,900.81,151685339
2018-12-28,903.79,903.79,892.54,892.54,175944065
2019-01-02,900.1,900.1,891.1,891.75,111518574
2019-01-03,889.78,892.21,872.12,878.22,156575331
2019-01-04,872.69,881.48,861.85,880.9,136566941
2019-01-07,890.47,896.63,885.3,889.64,127549277
2019-01-08,891.37,891.87,883.67,887.44,112829182
2019-01-09,890.26,897.25,888.61,896.99,160507514
2019-01-10,897.85,899.47,895.17,898.3,130589063
2019-01-11,899.1,904.37,899.1,902.71,131413383
2019-01-14,903.83,903.83,897.18,901.8,143845246
2019-01-15,901.21,909.68,898.92,909.68,127190636
2019-01-16,911.32,912.48,906.39,908.7,164291064
2019-01-17,908.48,909.06,901.89,901.89,133889431
2019-01-18,902.7,906.35,900.64,902.3,140748451
2019-01-21,905.25,911.74,903.09,911.05,165626811
2019-01-22,912.73,913.37,906.55,906.55,152163629
2019-01-23,905.73,910.12,905.12,908.18,129143298
2019-01-24,908.56,910.59,906.59,908.79,110294392
2019-01-25,908.86,911.59,907.96,908.88,117585191
2019-01-28,912.53,913.43,908.9,912.18,133321405
2019-01-29,913.67,915.93,907.09,915.93,121444328
2019-01-30,914.08,917.8,913.48,915.84,139395507
2019-01-31,919.12,920.36,910.38,910.65,138049636
2019-02-01,911.98,912.81,907.52,908.67,140799414
2019-02-11,916.98,926.1,915.86,926.1,124642694
2019-02-12,930.37,938.64,926.98,937.54,188420444
2019-02-13,937.61,945.25,937.34,945.25,215274633
2019-02-14,946.54,953.66,945.99,952.34,181055902
2019-02-15,951.9,955.4,948.26,950.89,160688831
2019-02-18,954.85,961.3,953.32,961.3,194653249
2019-02-19,962.84,971.92,962.81,964.35,231962870
2019-02-20,963.29,972.75,963.29,970.58,170875213
2019-02-21,972.82,987.57,970.31,987.57,178583705
2019-02-22,983.99,993.16,982.86,988.91,215630492
2019-02-25,996.06,999.9,992.72,994.43,227742907
2019-02-26,991.63,996.44,979.24,987.06,251652413
2019-02-27,989.61,994.46,988.09,990.27,258926565
2019-02-28,989.84,990.25,965.47,965.47,224812348
2019-03-01,971.05,980.82,970.54,979.63,170041464
2019-03-04,983.5,994.46,983.33,993.99,235644077
2019-03-05,990.08,1000.25,987.92,992.45,297444471
2019-03-06,993.01,994.49,985.51,994.49,250924541
2019-03-07,995.65,1004.55,994.03,994.03,210694974
2019-03-08,987.89,991.98,984.48,985.25,202508653
2019-03-11,982.94,987.11,981.34,984.6,178656512
2019-03-12,991.14,1001.32,990.46,1001.32,208193816
2019-03-13,1003.75,1009.77,1003.01,1005.41,229381210
2019-03-14,1006.37,1011.39,1002.09,1008.44,224543056
2019-03-15,1008.22,1008.22,1001.1,1004.12,250277088
2019-03-18,1007.92,1013.29,1007.92,1011.86,230552506
2019-03-19,1013.75,1014.51,1004.22,1006.59,236585464
2019-03-20,1002.86,1003.25,992.02,1002.3,300086542
2019-03-21,1005.12,1006.37,981.78,981.78,200032149
2019-03-22,984.9,990.07,981.3,988.71,206928848
2019-03-25,976.53,976.53,964.76,970.07,245780643
2019-03-26,975.44,978.99,966.9,969.79,175420353
2019-03-27,976.67,979.32,972.25,975.91,159937977
2019-03-28,973.44,983.18,972.6,982.98,217066587
2019-03-29,985.35,988.24,980.76,980.76,173909362
2019-04-01,984.89,988.53,982.8,988.53,188617709
2019-04-02,994.87,996.41,985.48,985.81,236019331
2019-04-03,984.74,985.26,980.3,984.46,216942376
2019-04-04,987.47,989.08,982.94,986.91,165304651
2019-04-05,988.09,990.38,986.39,989.26,189284916
2019-04-08,991.65,997.56,989.33,997.56,163686969
2019-04-09,999.89,1000.02,987.82,988.48,165183690
